web-scraper-order,web-scraper-start-url,brand_raw,year_raw,km_raw,ps_raw,place_raw,price_raw,modell_raw,gear_raw,fuel_raw
"1671628748-870,""https://www.autolina.ch/carList/page/3?region=ZH"",""FIAT"",""2015"",""101'800"",""140"",""8712 Stäfa / ZH"",""13'595"",""500 X 1.4 MultiAir Lounge"",""Handschaltung"",""Benzin"""
"1671628751-871,""https://www.autolina.ch/carList/page/2?region=ZH"",""MERCEDES-BENZ"",""2017"",""188'000"",""367"",""8103 Unterengstringen / ZH"",""38'700"",""GLC-Klasse X253 GLC 43 AMG 4m"",""Automat"",""Benzin"""
"1671628751-872,""https://www.autolina.ch/carList/page/2?region=ZH"",""HONDA"",""null"",""25"",""184"",""8424 Embrach / ZH"",""53'750"",""CR-V 2.0 i-MMD Executive 4WD"",""Automat"",""Voll-Hybrid Benzin/Elektro"""
"1671628751-873,""https://www.autolina.ch/carList/page/2?region=ZH"",""MERCEDES-BENZ"",""2013"",""98'000"",""584"",""8910 Affoltern am Albis / ZH"",""55'000"",""E-Klasse W212 E 63 V8 S AMG 4matic"",""Automat"",""Benzin"""
"1671628751-874,""https://www.autolina.ch/carList/page/2?region=ZH"",""VW"",""2015"",""15'900"",""150"",""8340 Hinwil / ZH"",""25'900"",""Touran 1.4 TSI BlueMotion DSG*erst 15900Km*150PS*7-Plätzer*"",""Automat"",""Benzin"""
"1671628751-875,""https://www.autolina.ch/carList/page/2?region=ZH"",""SEAT"",""2020"",""24'800"",""115"",""8340 Hinwil / ZH"",""22'900"",""SEAT Ibiza 1.0 TSI FR-Line DSG"",""Automat"",""Benzin"""
"1671628751-876,""https://www.autolina.ch/carList/page/2?region=ZH"",""SKODA"",""2014"",""63'100"",""105"",""8152 Glattpark (Opfikon) / ZH"",""12'900"",""Fabia 1.2 TSI Elegance DSG"",""Automat"",""Benzin"""
"1671628751-877,""https://www.autolina.ch/carList/page/2?region=ZH"",""MERCEDES-BENZ"",""1970"",""90'000"",""170"",""8102 Oberengstringen / ZH"",""118'000"",""280SL Pagode"",""Automat"",""Benzin"""
"1671628751-878,""https://www.autolina.ch/carList/page/2?region=ZH"",""AUDI"",""2006"",""178'000"",""170"",""8032 Zürich / ZH"",""7'200"",""A3 Sportback 2.0 TDI 170 Ambiente qu."",""Handschaltung"",""Diesel"""
"1671628751-879,""https://www.autolina.ch/carList/page/2?region=ZH"",""MERCEDES-BENZ"",""2015"",""86'100"",""211"",""8340 Hinwil / ZH"",""22'900"",""A 250 AMG-Line 7G-DCT*211PS*"",""Automat"",""Benzin"""
"1671628751-880,""https://www.autolina.ch/carList/page/2?region=ZH"",""MERCEDES-BENZ"",""2014"",""100'600"",""136"",""8340 Hinwil / ZH"",""19'800"",""GLA 200 CDI Swiss Star Edition Urban 4Matic 7G-DCT"",""Automat"",""Diesel"""
"1671628751-881,""https://www.autolina.ch/carList/page/2?region=ZH"",""FIAT"",""2018"",""57'900"",""180"",""8340 Hinwil / ZH"",""26'900"",""595C 1.4 16V Turbo Abarth Competizione Dualogic"",""Automat"",""Benzin"""
"1671628751-882,""https://www.autolina.ch/carList/page/2?region=ZH"",""HONDA"",""2018"",""92'900"",""120"",""8152 Glattpark (Opfikon) / ZH"",""17'270"",""Civic 1.6 i-DTEC Executive Premium"",""Handschaltung"",""Diesel"""
"1671628751-883,""https://www.autolina.ch/carList/page/2?region=ZH"",""FORD"",""2021"",""11'510"",""185"",""8404 Winterthur / ZH"",""75'000"",""Big Nugget Van 350 L2H3"",""Automat"",""Diesel"""
"1671628751-884,""https://www.autolina.ch/carList/page/2?region=ZH"",""VW"",""2018"",""43'000"",""150"",""8610 Uster / ZH"",""25'800"",""T-Roc Sport R- Line 1.5 TSI DSG"",""Automat"",""Benzin"""
"1671628751-885,""https://www.autolina.ch/carList/page/2?region=ZH"",""VW"",""2010"",""118'000"",""240"",""8180 Bülach / ZH"",""23'990"",""Touareg 3.0 V6 TDI 240"",""Automat"",""Diesel"""
"1671628755-886,""https://www.autolina.ch/carList/page/1?region=ZH"",""VW"",""2018"",""106'543"",""60"",""8700 Küsnacht / ZH"",""7'800"",""Up 1.0 MPI 60 Take"",""Handschaltung"",""Benzin"""
"1671628755-887,""https://www.autolina.ch/carList/page/1?region=ZH"",""VOLVO"",""2017"",""189'000"",""190"",""8426 Augwil / ZH"",""15'099"",""V40 2.0 D4 Momentum S/S"",""Automat"",""Diesel"""
"1671628755-888,""https://www.autolina.ch/carList/page/1?region=ZH"",""VW"",""2013"",""8'520"",""160"",""8302 Kloten / ZH"",""19'500"",""Golf VI 1.4 TSI 160 Comfortline DSG"",""Automat"",""Benzin"""
"1671628755-889,""https://www.autolina.ch/carList/page/1?region=ZH"",""BMW"",""2017"",""65'000"",""258"",""8154 Oberglatt / ZH"",""40'500"",""X5 F15 30d SAG"",""Automat"",""Diesel"""
"1671628755-890,""https://www.autolina.ch/carList/page/1?region=ZH"",""BMW"",""2018"",""113'000"",""340"",""8908 Hedingen / ZH"",""28'490"",""1er Reihe F21 M140i"",""Handschaltung"",""Benzin"""
"1671628755-891,""https://www.autolina.ch/carList/page/1?region=ZH"",""BMW"",""2012"",""150'000"",""184"",""8162 Steinmaur / ZH"",""13'890"",""3er Reihe E90 320d xDrive Dynamic Edition"",""Automat"",""Diesel"""
"1671628755-892,""https://www.autolina.ch/carList/page/1?region=ZH"",""BMW"",""2016"",""105'000"",""258"",""8124 Maur / ZH"",""32'900"",""4er Reihe F36 Gran Coupé 430d"",""Automat"",""Diesel"""
"1671628755-893,""https://www.autolina.ch/carList/page/1?region=ZH"",""FORD"",""2011"",""59'800"",""309"",""8340 Hinwil / ZH"",""19'800"",""MUSTANG 3.7 V6 309PS"",""Automat"",""Benzin"""
"1671628755-894,""https://www.autolina.ch/carList/page/1?region=ZH"",""CITROEN"",""2021"",""26'900"",""181"",""8340 Hinwil / ZH"",""34'900"",""C5 Aircross 1.6i PureTech Shine EAT8"",""Automat"",""Benzin"""
"1671628755-895,""https://www.autolina.ch/carList/page/1?region=ZH"",""PORSCHE"",""2017"",""81'000"",""360"",""8340 Hinwil / ZH"",""54'900"",""Macan GTS PDK*360PS*"",""Automat"",""Benzin"""
"1671628755-896,""https://www.autolina.ch/carList/page/1?region=ZH"",""MERCEDES-BENZ"",""2020"",""37'500"",""163"",""8340 Hinwil / ZH"",""44'900"",""Vito 116 CDI Lang 4Matic 7G-Tronic"",""Automat"",""Diesel"""
"1671628755-897,""https://www.autolina.ch/carList/page/1?region=ZH"",""BMW"",""2015"",""162'800"",""190"",""8340 Hinwil / ZH"",""18'900"",""X1 20d xLine Steptronic"",""Automat"",""Diesel"""
"1671628755-898,""https://www.autolina.ch/carList/page/1?region=ZH"",""FIAT"",""2015"",""4'900"",""95"",""8340 Hinwil / ZH"",""12'900"",""Doblò 1.4 Active Hochdach*95PS*"",""Handschaltung"",""Benzin"""
"1671628755-899,""https://www.autolina.ch/carList/page/1?region=ZH"",""MERCEDES-BENZ"",""2019"",""38'600"",""476"",""8340 Hinwil / ZH"",""79'900"",""C 63 AMG 9G-tronic"",""Automat"",""Benzin"""
"1671628755-900,""https://www.autolina.ch/carList/page/1?region=ZH"",""BMW"",""2016"",""65'500"",""449"",""8154 Oberglatt / ZH"",""57'900"",""7er Reihe G12 750Li SAG"",""Automat"",""Benzin"""
