web-scraper-order,web-scraper-start-url,brand_raw,year_raw,km_raw,ps_raw,place_raw,price_raw,modell_raw,gear_raw,fuel_raw
"1671628639-389,""https://www.autolina.ch/carList/page/35?region=ZH"",""VW"",""2018"",""116'700"",""184"",""8954 Geroldswil / ZH"",""31'900"",""Sharan 2.0 TDI BMT Comfortline 4Motion DSG"",""Automat"",""Diesel"""
"1671628639-390,""https://www.autolina.ch/carList/page/35?region=ZH"",""VW"",""null"",""20"",""95"",""8954 Geroldswil / ZH"",""27'990"",""Polo 1.0 TSI Life DSG"",""Automat"",""Benzin"""
"1671628643-391,""https://www.autolina.ch/carList/page/34?region=ZH"",""VW"",""2021"",""7'500"",""204"",""8954 Geroldswil / ZH"",""59'800"",""ID.4 Pro Performance 77 kWh 1ST Max"",""Automat"",""Elektro"""
"1671628643-392,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""2015"",""59'000"",""310"",""8954 Geroldswil / ZH"",""52'900"",""TTS Roadster 2.0 TFSI quattro S-tronic"",""Automat"",""Benzin"""
"1671628643-393,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""2022"",""13'900"",""313"",""8954 Geroldswil / ZH"",""73'333"",""e-tron 50 Sportback S Line quattro"",""Automat"",""Elektro"""
"1671628643-394,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""2014"",""58'700"",""301"",""8954 Geroldswil / ZH"",""28'500"",""S3 Cabrio 2.0 TFSI quattro S-tronic"",""Automat"",""Benzin"""
"1671628643-395,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""null"",""20"",""200"",""8954 Geroldswil / ZH"",""69'999"",""Q3 40 TDI S line quattro S-tronic"",""Automat"",""Diesel"""
"1671628643-396,""https://www.autolina.ch/carList/page/34?region=ZH"",""VW"",""2022"",""9'800"",""149"",""8954 Geroldswil / ZH"",""41'500"",""Taigo 1.5 TSI R-Line DSG"",""Automat"",""Benzin"""
"1671628643-397,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""2022"",""4'900"",""110"",""8954 Geroldswil / ZH"",""34'900"",""A1 Sportback 30 TFSI Attraction S-tronic"",""Automat"",""Benzin"""
"1671628643-398,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""2018"",""117'000"",""354"",""8954 Geroldswil / ZH"",""44'444"",""SQ5 3.0 TFSI quattro S-tronic"",""Automat"",""Benzin"""
"1671628643-399,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""2018"",""32'300"",""150"",""8954 Geroldswil / ZH"",""27'999"",""Q2 1.4 TFSI sport"",""Handschaltung"",""Benzin"""
"1671628643-400,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""null"",""35"",""200"",""8954 Geroldswil / ZH"",""49'990"",""A1 Sportback 40 TFSI S Line S-tronic"",""Automat"",""Benzin"""
"1671628643-401,""https://www.autolina.ch/carList/page/34?region=ZH"",""SEAT"",""2014"",""104'850"",""150"",""8954 Geroldswil / ZH"",""15'990"",""Leon 1.4 TSI FR Viva DSG"",""Automat"",""Benzin"""
"1671628643-402,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""null"",""35"",""265"",""8954 Geroldswil / ZH"",""89'500"",""A6 Avant 45 TFSI Sport S-tronic quattro"",""Automat"",""Mild-Hybrid Benzin/Elektro"""
"1671628643-403,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""2021"",""60'000"",""204"",""8954 Geroldswil / ZH"",""49'990"",""A4 allroad 40 TDI Attraction quattro tiptronic"",""Automat"",""Diesel"""
"1671628643-404,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""2016"",""39'500"",""192"",""8954 Geroldswil / ZH"",""24'700"",""A1 Sportback 1.8 TFSI Sport S-tronic"",""Automat"",""Benzin"""
"1671628643-405,""https://www.autolina.ch/carList/page/34?region=ZH"",""AUDI"",""null"",""35"",""150"",""8954 Geroldswil / ZH"",""46'900"",""Q2 35 TFSI S line S-tronic"",""Automat"",""Benzin"""
"1671628646-406,""https://www.autolina.ch/carList/page/33?region=ZH"",""VW"",""2018"",""24'728"",""95"",""8954 Geroldswil / ZH"",""15'900"",""Polo 1.0 TSI BMT Trendline"",""Handschaltung"",""Benzin"""
"1671628646-407,""https://www.autolina.ch/carList/page/33?region=ZH"",""AUDI"",""2019"",""51'750"",""435"",""8954 Geroldswil / ZH"",""109'800"",""SQ8 50 TDI quattro tiptronic"",""Automat"",""Diesel"""
"1671628646-408,""https://www.autolina.ch/carList/page/33?region=ZH"",""AUDI"",""null"",""35"",""245"",""8954 Geroldswil / ZH"",""66'200"",""Q3 45 TFSI e S line S-tronic"",""Automat"",""Plug-in-Hybrid Benzin/Elektro"""
"1671628646-409,""https://www.autolina.ch/carList/page/33?region=ZH"",""VW"",""null"",""20"",""204"",""8954 Geroldswil / ZH"",""48'990"",""ID.3 Pro S 77 kWh Life Plus"",""Automat"",""Elektro"""
"1671628646-410,""https://www.autolina.ch/carList/page/33?region=ZH"",""AUDI"",""2020"",""57'000"",""150"",""8954 Geroldswil / ZH"",""34'900"",""A3 Sportback 35 TFSI S line Attraction S-tronic"",""Automat"",""Mild-Hybrid Benzin/Elektro"""
"1671628646-411,""https://www.autolina.ch/carList/page/33?region=ZH"",""VW"",""null"",""20"",""82"",""8954 Geroldswil / ZH"",""30'990"",""e-Up"",""Automat"",""Elektro"""
"1671628646-412,""https://www.autolina.ch/carList/page/33?region=ZH"",""VW"",""null"",""20"",""114"",""8954 Geroldswil / ZH"",""27'950"",""Caddy Cargo 1.5 TSI Entry DSG"",""Automat"",""Benzin"""
"1671628646-413,""https://www.autolina.ch/carList/page/33?region=ZH"",""VW"",""null"",""20"",""150"",""8954 Geroldswil / ZH"",""47'500"",""T6.1 2.0 TDI Entry"",""Handschaltung"",""Diesel"""
"1671628646-414,""https://www.autolina.ch/carList/page/33?region=ZH"",""VW"",""null"",""20"",""150"",""8954 Geroldswil / ZH"",""55'960"",""Touran 1.5 TSI EVO Highline DSG"",""Automat"",""Benzin"""
"1671628646-415,""https://www.autolina.ch/carList/page/33?region=ZH"",""AUDI"",""2022"",""4'900"",""204"",""8954 Geroldswil / ZH"",""64'990"",""Q4 Sportback e-tron 40"",""Automat"",""Elektro"""
"1671628646-416,""https://www.autolina.ch/carList/page/33?region=ZH"",""AUDI"",""2019"",""29'800"",""450"",""8954 Geroldswil / ZH"",""89'000"",""RS5 Sportback 2.9 TFSI quattro tiptronic"",""Automat"",""Benzin"""
"1671628646-417,""https://www.autolina.ch/carList/page/33?region=ZH"",""AUDI"",""null"",""35"",""476"",""8954 Geroldswil / ZH"",""131'770"",""e-tron GT quattro"",""Automat"",""Elektro"""
"1671628646-418,""https://www.autolina.ch/carList/page/33?region=ZH"",""AUDI"",""2021"",""19'800"",""204"",""8954 Geroldswil / ZH"",""68'500"",""Q5 Sportback 40 TDI advanced quattro S-tronic"",""Automat"",""Mild-Hybrid Diesel/Elektro"""
"1671628646-419,""https://www.autolina.ch/carList/page/33?region=ZH"",""AUDI"",""2022"",""14'900"",""265"",""8954 Geroldswil / ZH"",""78'500"",""Q5 Sportback 45 TFSI Black Edition quattro S-tronic"",""Automat"",""Benzin"""
"1671628646-420,""https://www.autolina.ch/carList/page/33?region=ZH"",""AUDI"",""1999"",""189'900"",""310"",""8954 Geroldswil / ZH"",""14'900"",""A8 4.2 quattro tiptronic"",""Automat"",""Benzin"""
"1671628649-421,""https://www.autolina.ch/carList/page/32?region=ZH"",""AUDI"",""null"",""35"",""150"",""8954 Geroldswil / ZH"",""45'700"",""A1 Sportback 35 TFSI S Line S-tronic"",""Automat"",""Benzin"""
"1671628649-422,""https://www.autolina.ch/carList/page/32?region=ZH"",""VW"",""null"",""20"",""207"",""8954 Geroldswil / ZH"",""37'200"",""Polo 2.0 TSI GTI DSG"",""Automat"",""Benzin"""
"1671628649-423,""https://www.autolina.ch/carList/page/32?region=ZH"",""AUDI"",""null"",""35"",""503"",""8954 Geroldswil / ZH"",""120'500"",""e-tron S Sportback quattro"",""Automat"",""Elektro"""
"1671628649-424,""https://www.autolina.ch/carList/page/32?region=ZH"",""AUDI"",""null"",""35"",""170"",""8954 Geroldswil / ZH"",""60'000"",""Q4 Sportback e-tron 35"",""Automat"",""Elektro"""
"1671628649-425,""https://www.autolina.ch/carList/page/32?region=ZH"",""AUDI"",""2017"",""77'900"",""220"",""8954 Geroldswil / ZH"",""29'800"",""Q3 2.0 TFSI sport quattro S-tronic"",""Automat"",""Benzin"""
"1671628649-426,""https://www.autolina.ch/carList/page/32?region=ZH"",""AUDI"",""2020"",""49'800"",""200"",""8954 Geroldswil / ZH"",""48'500"",""Q3 40 TDI S line Attraction quattro S-tronic"",""Automat"",""Diesel"""
"1671628649-427,""https://www.autolina.ch/carList/page/32?region=ZH"",""AUDI"",""2019"",""40'100"",""115"",""8954 Geroldswil / ZH"",""25'500"",""A1 Sportback 30 TFSI advanced S-tronic"",""Automat"",""Benzin"""
"1671628649-428,""https://www.autolina.ch/carList/page/32?region=ZH"",""VW"",""2019"",""45'797"",""190"",""8954 Geroldswil / ZH"",""35'980"",""Passat Variant 2.0 TSI Business DSG"",""Automat"",""Benzin"""
"1671628649-429,""https://www.autolina.ch/carList/page/32?region=ZH"",""MERCEDES-BENZ"",""2020"",""5'650"",""306"",""8954 Geroldswil / ZH"",""59'800"",""GLA 35 AMG 4Matic 8G-Speedshift DCT"",""Automat"",""Benzin"""
"1671628649-430,""https://www.autolina.ch/carList/page/32?region=ZH"",""AUDI"",""null"",""35"",""150"",""8954 Geroldswil / ZH"",""52'500"",""Q3 Sportback 35 TFSI Attraction S-tronic"",""Automat"",""Mild-Hybrid Benzin/Elektro"""
"1671628649-431,""https://www.autolina.ch/carList/page/32?region=ZH"",""VW"",""2022"",""900"",""204"",""8954 Geroldswil / ZH"",""63'430"",""ID. Buzz"",""Automat"",""Elektro"""
"1671628649-432,""https://www.autolina.ch/carList/page/32?region=ZH"",""AUDI"",""null"",""35"",""170"",""8954 Geroldswil / ZH"",""53'000"",""Q4 e-tron 35"",""Automat"",""Elektro"""
"1671628649-433,""https://www.autolina.ch/carList/page/32?region=ZH"",""AUDI"",""null"",""35"",""170"",""8954 Geroldswil / ZH"",""60'500"",""Q4 e-tron 35"",""Automat"",""Elektro"""
"1671628649-434,""https://www.autolina.ch/carList/page/32?region=ZH"",""VW"",""null"",""20"",""204"",""8954 Geroldswil / ZH"",""53'990"",""Golf 1.4 TSI PHEV Style"",""Automat"",""Plug-in-Hybrid Benzin/Elektro"""
"1671628649-435,""https://www.autolina.ch/carList/page/32?region=ZH"",""AUDI"",""null"",""35"",""204"",""8954 Geroldswil / ZH"",""70'990"",""Q4 e-tron 40"",""Automat"",""Elektro"""
"1671628653-436,""https://www.autolina.ch/carList/page/31?region=ZH"",""AUDI"",""null"",""35"",""400"",""8954 Geroldswil / ZH"",""110'500"",""TT Roadster TTRS S-tronic"",""Automat"",""Benzin"""
"1671628653-437,""https://www.autolina.ch/carList/page/31?region=ZH"",""AUDI"",""2022"",""4'900"",""311"",""8954 Geroldswil / ZH"",""71'500"",""S3 Limousine 2.0 TFSI quattro S-tronic"",""Automat"",""Benzin"""
"1671628653-438,""https://www.autolina.ch/carList/page/31?region=ZH"",""VW"",""2022"",""7'500"",""150"",""8954 Geroldswil / ZH"",""49'900"",""T-Roc Cabriolet 1.5 TSI EVO R-Line DSG"",""Automat"",""Benzin"""
"1671628653-439,""https://www.autolina.ch/carList/page/31?region=ZH"",""VW"",""2016"",""51'500"",""180"",""8954 Geroldswil / ZH"",""29'900"",""Tiguan 2.0TSI Highline 4Motion DSG"",""Automat"",""Benzin"""
"1671628653-440,""https://www.autolina.ch/carList/page/31?region=ZH"",""MERCEDES-BENZ"",""2019"",""61'500"",""245"",""8954 Geroldswil / ZH"",""39'500"",""C 300 d AMG Line 4Matic 9G-Tronic"",""Automat"",""Diesel"""
"1671628653-441,""https://www.autolina.ch/carList/page/31?region=ZH"",""VW"",""2020"",""3'370"",""301"",""8954 Geroldswil / ZH"",""48'900"",""T-Roc 2.0 TSI R DSG 4Motion"",""Automat"",""Benzin"""
"1671628653-442,""https://www.autolina.ch/carList/page/31?region=ZH"",""VW"",""2022"",""7'500"",""150"",""8954 Geroldswil / ZH"",""42'000"",""T-Roc 1.5 TSI EVO Style DSG"",""Automat"",""Benzin"""
"1671628653-443,""https://www.autolina.ch/carList/page/31?region=ZH"",""AUDI"",""null"",""35"",""204"",""8954 Geroldswil / ZH"",""76'900"",""A5 Sportback 40 TFSI S-Line S-tronic quattro"",""Automat"",""Mild-Hybrid Benzin/Elektro"""
"1671628653-444,""https://www.autolina.ch/carList/page/31?region=ZH"",""VW"",""null"",""20"",""110"",""8954 Geroldswil / ZH"",""34'390"",""T-Cross 1.0 TSI Life DSG"",""Automat"",""Benzin"""
"1671628653-445,""https://www.autolina.ch/carList/page/31?region=ZH"",""AUDI"",""2002"",""189'000"",""225"",""8954 Geroldswil / ZH"",""19'800"",""S3 quattro"",""Handschaltung"",""Benzin"""
"1671628653-446,""https://www.autolina.ch/carList/page/31?region=ZH"",""AUDI"",""2021"",""23'500"",""204"",""8954 Geroldswil / ZH"",""56'900"",""A5 Cabriolet 40 TFSI S line Attraction"",""Automat"",""Benzin"""
"1671628653-447,""https://www.autolina.ch/carList/page/31?region=ZH"",""VW"",""2022"",""7'500"",""299"",""8954 Geroldswil / ZH"",""72'000"",""ID.5 GTX 77 kWh 4Motion"",""Automat"",""Elektro"""
"1671628653-448,""https://www.autolina.ch/carList/page/31?region=ZH"",""AUDI"",""null"",""35"",""150"",""8954 Geroldswil / ZH"",""56'700"",""Q3 35 TFSI S line Attraction S-tronic"",""Automat"",""Benzin"""
"1671628653-449,""https://www.autolina.ch/carList/page/31?region=ZH"",""AUDI"",""null"",""35"",""204"",""8954 Geroldswil / ZH"",""73'500"",""Q5 40 TDI Black Edition quattro S-tronic"",""Automat"",""Mild-Hybrid Diesel/Elektro"""
"1671628653-450,""https://www.autolina.ch/carList/page/31?region=ZH"",""AUDI"",""null"",""35"",""200"",""8954 Geroldswil / ZH"",""49'500"",""A1 Sportback 40 TFSI S Line S-tronic"",""Automat"",""Benzin"""
"1671628656-451,""https://www.autolina.ch/carList/page/30?region=ZH"",""LAND ROVER"",""2022"",""5'600"",""525"",""8712 Stäfa / ZH"",""159'900"",""Defender 90 525 V8"",""Automat"",""Benzin"""
"1671628656-452,""https://www.autolina.ch/carList/page/30?region=ZH"",""LAND ROVER"",""2022"",""9'400"",""200"",""8712 Stäfa / ZH"",""64'900"",""Disco Sp.P300e PHEV SE"",""Automat"",""Elektro"""
"1671628656-453,""https://www.autolina.ch/carList/page/30?region=ZH"",""JAGUAR"",""2019"",""117'300"",""241"",""8712 Stäfa / ZH"",""26'900"",""XF 25d Prestige AWD"",""Automat"",""Diesel"""
"1671628656-454,""https://www.autolina.ch/carList/page/30?region=ZH"",""JAGUAR"",""2021"",""11'850"",""249"",""8712 Stäfa / ZH"",""58'900"",""E-Pace R-D 2.0 P250 AWD S"",""Automat"",""Benzin"""
"1671628656-455,""https://www.autolina.ch/carList/page/30?region=ZH"",""JAGUAR"",""2020"",""51'900"",""550"",""8712 Stäfa / ZH"",""74'900"",""F-Pace 5.0 V8 SVR AWD"",""Automat"",""Benzin"""
"1671628656-456,""https://www.autolina.ch/carList/page/30?region=ZH"",""FORD"",""2016"",""16'900"",""421"",""8906 Bonstetten / ZH"",""44'900"",""Mustang Coupé 5.0 V8 GT"",""Handschaltung"",""Benzin"""
"1671628656-457,""https://www.autolina.ch/carList/page/30?region=ZH"",""FORD"",""null"",""131"",""null"",""8472 Seuzach / ZH"",""40'880"",""Transit C Van 280 L1 2.0 TDCi 130 Trend"",""Diesel"",""weiss"""
"1671628656-458,""https://www.autolina.ch/carList/page/30?region=ZH"",""FORD"",""null"",""5"",""269"",""8610 Uster / ZH"",""57'950"",""Mustang Mach-E Standard"",""Automat"",""Elektro"""
"1671628656-459,""https://www.autolina.ch/carList/page/30?region=ZH"",""BMW"",""null"",""50"",""231"",""8051 Zürich / ZH"",""73'900"",""X5 25d M Sport"",""Automat"",""weiss"""
"1671628656-460,""https://www.autolina.ch/carList/page/30?region=ZH"",""BMW"",""null"",""50"",""231"",""8051 Zürich / ZH"",""73'900"",""X5 25d M Sport"",""Automat"",""schwarz"""
"1671628656-461,""https://www.autolina.ch/carList/page/30?region=ZH"",""BMW"",""null"",""50"",""231"",""8051 Zürich / ZH"",""73'900"",""X5 25d M Sport"",""Automat"",""schwarz"""
"1671628656-462,""https://www.autolina.ch/carList/page/30?region=ZH"",""BMW"",""null"",""50"",""231"",""8051 Zürich / ZH"",""73'900"",""X5 25d M Sport"",""Automat"",""schwarz"""
"1671628656-463,""https://www.autolina.ch/carList/page/30?region=ZH"",""LAND ROVER"",""2022"",""50"",""164"",""8051 Zürich / ZH"",""56'500"",""Disco. Sp. D165 TD4 SE"",""Automat"",""grau"""
"1671628656-464,""https://www.autolina.ch/carList/page/30?region=ZH"",""AUDI"",""2020"",""52'300"",""150"",""8340 Hinwil / ZH"",""28'900"",""A3 Sportback 35 TFSI Sport S-tronic"",""Automat"",""Benzin"""
"1671628656-465,""https://www.autolina.ch/carList/page/30?region=ZH"",""JEEP"",""2019"",""90'000"",""170"",""8406 Winterthur / ZH"",""22'900"",""Compass 1.4 MultiAir Limited AWD"",""Automat"",""Benzin"""
"1671628660-466,""https://www.autolina.ch/carList/page/29?region=ZH"",""MERCEDES-BENZ"",""2004"",""101'800"",""163"",""8604 Hegnau / Volketswil / ZH"",""11'900"",""SLK 200 Kompressor Automat"",""Automat"",""Benzin"""
"1671628660-467,""https://www.autolina.ch/carList/page/29?region=ZH"",""AUDI"",""2013"",""31'000"",""122"",""8604 Hegnau / Volketswil / ZH"",""16'900"",""A1 1.4 TFSI Ambition S-tronic"",""Automat"",""Benzin"""
"1671628660-468,""https://www.autolina.ch/carList/page/29?region=ZH"",""AUDI"",""2015"",""73'700"",""225"",""8604 Hegnau / Volketswil / ZH"",""25'900"",""A5 Sportback 2.0 TFSI quattro S-tronic"",""Automat"",""Benzin"""
"1671628660-469,""https://www.autolina.ch/carList/page/29?region=ZH"",""SUBARU"",""2014"",""22'660"",""99"",""8154 Oberglatt / ZH"",""14'500"",""Trezia 1.3i Swiss"",""Handschaltung"",""Benzin"""
"1671628660-470,""https://www.autolina.ch/carList/page/29?region=ZH"",""SKODA"",""2016"",""132'600"",""184"",""8604 Hegnau / Volketswil / ZH"",""19'900"",""Octavia Combi 2.0 TDI RS 4x4 DSG (Automat)"",""Automat"",""Diesel"""
"1671628660-471,""https://www.autolina.ch/carList/page/29?region=ZH"",""WILLYS"",""1955"",""54'283"",""61"",""8193 Eglisau / ZH"",""17'900"",""CJ3B"",""Handschaltung"",""Benzin"""
"1671628660-472,""https://www.autolina.ch/carList/page/29?region=ZH"",""ALFA ROMEO"",""2017"",""93'000"",""170"",""8117 Fällanden / ZH"",""17'800"",""MiTo 1.4 MA Quadrifogl. Verde TCT"",""Automat"",""Benzin"""
"1671628660-473,""https://www.autolina.ch/carList/page/29?region=ZH"",""ALFA ROMEO"",""null"",""0"",""280"",""8117 Fällanden / ZH"",""75'900"",""Stelvio 2.0 Q4 TI Sky 20"",""Automat"",""Benzin"""
"1671628660-474,""https://www.autolina.ch/carList/page/29?region=ZH"",""JEEP"",""2020"",""41'000"",""170"",""8117 Fällanden / ZH"",""31'600"",""Compass 1.4 MultiAir Limited AWD"",""Automat"",""Benzin"""
"1671628660-475,""https://www.autolina.ch/carList/page/29?region=ZH"",""BENTLEY"",""2020"",""7'900"",""635"",""8712 Stäfa / ZH"",""269'000"",""Continental GTC 6.0 W12"",""Automat"",""Benzin"""
"1671628660-476,""https://www.autolina.ch/carList/page/29?region=ZH"",""LAND ROVER"",""null"",""100"",""300"",""8712 Stäfa / ZH"",""81'900"",""Evoque R-Dynamic HSE"",""Automat"",""Benzin"""
"1671628660-477,""https://www.autolina.ch/carList/page/29?region=ZH"",""LAND ROVER"",""null"",""100"",""400"",""8712 Stäfa / ZH"",""99'900"",""Defender 110 P400 I6 SE"",""Automat"",""Benzin"""
"1671628660-478,""https://www.autolina.ch/carList/page/29?region=ZH"",""LAND ROVER"",""null"",""100"",""400"",""8712 Stäfa / ZH"",""99'900"",""Defender 110 P400 I6 SE"",""Automat"",""Benzin"""
"1671628660-479,""https://www.autolina.ch/carList/page/29?region=ZH"",""LAND ROVER"",""null"",""100"",""400"",""8712 Stäfa / ZH"",""99'900"",""Defender 110 P400 I6 SE"",""Automat"",""Benzin"""
"1671628660-480,""https://www.autolina.ch/carList/page/29?region=ZH"",""LAND ROVER"",""null"",""100"",""525"",""8712 Stäfa / ZH"",""165'900"",""Defender 90 525 V8"",""Automat"",""Benzin"""
"1671628663-481,""https://www.autolina.ch/carList/page/28?region=ZH"",""TOYOTA"",""null"",""9"",""197"",""8185 Winkel / ZH"",""47'250"",""Corolla Cross 2.0 4WD Trend e-CVT"",""Automat"",""Voll-Hybrid Benzin/Elektro"""
"1671628663-482,""https://www.autolina.ch/carList/page/28?region=ZH"",""OPEL"",""2018"",""56'000"",""110"",""8635 Dürnten / ZH"",""15'800"",""Crossland X 1.2i TP Enjoy Automatik"",""Automat"",""Benzin"""
"1671628663-483,""https://www.autolina.ch/carList/page/28?region=ZH"",""VW"",""2021"",""23'900"",""320"",""8307 Effretikon / ZH"",""49'800"",""Golf 2.0 TSI R DSG 4M R"",""Automat"",""Benzin"""
"1671628663-484,""https://www.autolina.ch/carList/page/28?region=ZH"",""AUDI"",""2013"",""107'100"",""211"",""8307 Effretikon / ZH"",""19'800"",""A5 Cabrio 2.0 TFSI quatt"",""Automat"",""Benzin"""
"1671628663-485,""https://www.autolina.ch/carList/page/28?region=ZH"",""MAZDA"",""2019"",""40'839"",""194"",""8400 Winterthur / ZH"",""35'500"",""CX-5 SKYACTIV-G 194 Revolution AWD Automat"",""Automat"",""Benzin"""
"1671628663-486,""https://www.autolina.ch/carList/page/28?region=ZH"",""MAZDA"",""2021"",""16'695"",""194"",""8400 Winterthur / ZH"",""39'900"",""CX-5 SKYACTIV-G 194 Revolution AWD Automat"",""Automat"",""Benzin"""
"1671628663-487,""https://www.autolina.ch/carList/page/28?region=ZH"",""MAZDA"",""2014"",""45'791"",""100"",""8400 Winterthur / ZH"",""14'900"",""3 1.5 16V Ambition Plus"",""Handschaltung"",""Benzin"""
"1671628663-488,""https://www.autolina.ch/carList/page/28?region=ZH"",""BMW"",""2020"",""25'600"",""220"",""8126 Zumikon / ZH"",""44'900"",""X2 25e M Sport Steptronic"",""Automat"",""Plug-in-Hybrid Benzin/Elektro"""
"1671628663-489,""https://www.autolina.ch/carList/page/28?region=ZH"",""VW"",""2021"",""13'500"",""95"",""8126 Zumikon / ZH"",""25'900"",""Polo 1.0 TSI BMT Highline DSG"",""Automat"",""Benzin"""
"1671628663-490,""https://www.autolina.ch/carList/page/28?region=ZH"",""FORD"",""2004"",""187'000"",""136"",""8800 Thalwil / ZH"",""4'500"",""Focus C-Max 2.0 TDCi Ghia"",""Handschaltung"",""Diesel"""
"1671628663-491,""https://www.autolina.ch/carList/page/28?region=ZH"",""AUDI"",""2014"",""139'900"",""125"",""8604 Hegnau / Volketswil / ZH"",""15'900"",""A3 Sedan 1.4 TFSI Ambiente"",""Handschaltung"",""Benzin"""
"1671628663-492,""https://www.autolina.ch/carList/page/28?region=ZH"",""PEUGEOT"",""2007"",""112'700"",""120"",""8604 Hegnau / Volketswil / ZH"",""5'900"",""207 CC 1.6 16V Platinium Edition Automatic"",""Automat"",""Benzin"""
"1671628663-493,""https://www.autolina.ch/carList/page/28?region=ZH"",""OPEL"",""2011"",""90'500"",""94"",""8604 Hegnau / Volketswil / ZH"",""7'900"",""Agila 1.2 Enjoy Automatic"",""Automat"",""Benzin"""
"1671628663-494,""https://www.autolina.ch/carList/page/28?region=ZH"",""OPEL"",""2018"",""183'800"",""95"",""8604 Hegnau / Volketswil / ZH"",""8'900"",""Combo 1.3 CDTI 2.2 L1H1 (NL 587 kg)"",""Handschaltung"",""Diesel"""
"1671628663-495,""https://www.autolina.ch/carList/page/28?region=ZH"",""OPEL"",""2015"",""75'800"",""75"",""8604 Hegnau / Volketswil / ZH"",""8'900"",""Karl 1.0 EcoFLEX Enjoy"",""Handschaltung"",""Benzin"""
"1671628666-496,""https://www.autolina.ch/carList/page/27?region=ZH"",""MERCEDES-BENZ"",""2017"",""94'000"",""143"",""8108 Dällikon / ZH"",""39'600"",""Sprinter 314 CDI"",""Automat"",""Diesel"""
"1671628666-497,""https://www.autolina.ch/carList/page/27?region=ZH"",""MERCEDES-BENZ"",""null"",""0"",""306"",""8305 Dietlikon / ZH"",""76'400"",""GLA 35 AMG 4Matic"",""Automat"",""Benzin"""
"1671628666-498,""https://www.autolina.ch/carList/page/27?region=ZH"",""MERCEDES-BENZ"",""null"",""20"",""306"",""8305 Dietlikon / ZH"",""76'400"",""GLA 35 AMG 4Matic"",""Automat"",""Benzin"""
"1671628666-499,""https://www.autolina.ch/carList/page/27?region=ZH"",""NISSAN"",""null"",""25"",""131"",""8953 Dietikon / ZH"",""28'510"",""Townstar Kaw. 2.0 t L1 1.3 DIG"",""Handschaltung"",""Benzin"""
"1671628666-500,""https://www.autolina.ch/carList/page/27?region=ZH"",""MAZDA"",""2022"",""2'700"",""186"",""8953 Dietikon / ZH"",""35'700"",""3 Hatchback 2.0 186 Revolution"",""Automat"",""Benzin"""
"1671628666-501,""https://www.autolina.ch/carList/page/27?region=ZH"",""JEEP"",""2019"",""26'000"",""180"",""8623 Wetzikon / ZH"",""27'500"",""Renegade 1.3 Turbo Limited AWD"",""Automat"",""Benzin"""
"1671628666-502,""https://www.autolina.ch/carList/page/27?region=ZH"",""RENAULT"",""2016"",""99'900"",""115"",""8408 Winterthur-Wülflinge / ZH"",""13'900"",""Kangoo Medium TCe115E Bus"",""Handschaltung"",""Benzin"""
"1671628666-503,""https://www.autolina.ch/carList/page/27?region=ZH"",""FIAT"",""2020"",""123'600"",""120"",""8408 Winterthur-Wülflinge / ZH"",""23'900"",""Talento 29 H1 EasyProPlus"",""Handschaltung"",""Diesel"""
"1671628666-504,""https://www.autolina.ch/carList/page/27?region=ZH"",""SKODA"",""2022"",""150"",""200"",""8623 Wetzikon / ZH"",""62'800"",""Kodiaq 2.0 TDI CR SportLine 4x4 DSG"",""Automat"",""Diesel"""
"1671628666-505,""https://www.autolina.ch/carList/page/27?region=ZH"",""BMW"",""2018"",""48'999"",""360"",""8404 Winterthur / ZH"",""54'900"",""X4 M40i"",""Automat"",""Benzin"""
"1671628666-506,""https://www.autolina.ch/carList/page/27?region=ZH"",""BMW"",""2017"",""64'999"",""258"",""8404 Winterthur / ZH"",""37'900"",""430d Gr.Cpé MSport"",""Automat"",""Diesel"""
"1671628666-507,""https://www.autolina.ch/carList/page/27?region=ZH"",""BMW"",""2020"",""44'999"",""510"",""8404 Winterthur / ZH"",""74'900"",""X3 M Competition"",""Automat"",""Benzin"""
"1671628666-508,""https://www.autolina.ch/carList/page/27?region=ZH"",""SKODA"",""2022"",""150"",""110"",""8623 Wetzikon / ZH"",""35'950"",""Scala 1.0 TSI Monte Carlo DSG"",""Automat"",""Benzin"""
"1671628666-509,""https://www.autolina.ch/carList/page/27?region=ZH"",""SKODA"",""2022"",""9'500"",""110"",""8623 Wetzikon / ZH"",""31'900"",""Kamiq 1.0 TSI Monte Carlo DSG"",""Automat"",""Benzin"""
